id,kanun,madde,probe,iddia,gold,kaynak_alinti,degisiklik_notu,uretim_sablonu,durum
427,3194,32,P5_capraz,"3194 sayılı Kanun'un 20. maddesine göre yapının imar mevzuatına aykırı olduğuna dair bilgi, tapu kayıtlarının beyanlar hanesine kaydedilmek üzere ilgili idaresince tapu dairesine en geç yedi gün içinde yazılı olarak bildirilir.",YANLIS,"Yapının imar mevzuatına aykırı olduğuna dair bilgi, tapu kayıtlarının beyanlar hanesine kaydedilmek üzere ilgili idaresince tapu dairesine en geç yedi gün içinde yazılı olarak bildirilir.",,P5_maddeshift(32→20),ONAY_BEKLIYOR
428,YDUY,6,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 6. maddesinde 2018 yılında değişiklik yapılmıştır.,DOGRU,"(1) (Değişik:RG-14/4/2012-28264) Proje ve uygulama denetçisi mimar ve mühendisler tarafından, proje müelliflerince hazırlanan projelerin mevzuata, Ek-3’te gösterilen Form-1 ile belirlenmiş asgari krit",değişiklik: 2018,P6_yil,ONAY_BEKLIYOR
429,TBDY,11.2.12,P1_dogrudan,"TBDY 2018'in 11.2.12 numaralı bendine göre donatısız yığma bina, donatılı yığma bina, kuşatılmış yığma bina ve donatılı panel sistemli binaların betonarme bileşenlerinde beton sınıfı en az C25 olacaktır.",DOGRU,"Donatısız yığma bina, donatılı yığma bina, kuşatılmış yığma bina ve donatılı panel sistemli binaların betonarme bileşenlerinde beton sınıfı en az C25 olacaktır.",,P1_madde_atifli,ONAY_BEKLIYOR
430,YDUY,9,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 9. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-5/2/2013-28550) Her türlü yapı inşası işinin Bakanlıkça yetki belgesi verilmiş gerçek veya tüzel kişiler tarafından üstlenilmesi mecburidir. Yapı müteahhidi, şahsen sahip olduğu teknik",değişiklik: 2020,P6_degismedi,ONAY_BEKLIYOR
431,TBDY,2.5.2.1,P5_capraz,TBDY 2018'in 16.9.4.1 numaralı bendine göre her iki yatay bileşenin ölçeklendirilmesi aynı ölçek katsayıları ile yapılacaktır.,YANLIS,Her iki yatay bileşenin ölçeklendirilmesi aynı ölçek katsayıları ile yapılacaktır.,,P5_maddeshift(2.5.2.1→16.9.4.1),ONAY_BEKLIYOR
432,3194,16,P5_capraz,"3194 sayılı Kanun'un 31. maddesine göre onaylama işlemi, müracaatın belediyelere veya valiliklere intikalinden itibaren en geç 30 gün içinde sonuçlandırılır ve tescil veya terkini için 15 gün içinde tapuya bildirilir.",YANLIS,"Onaylama işlemi, müracaatın belediyelere veya valiliklere intikalinden itibaren en geç 30 gün içinde sonuçlandırılır ve tescil veya terkini için 15 gün içinde tapuya bildirilir.",,P5_maddeshift(16→31),ONAY_BEKLIYOR
433,TBDY,5.3.2.1,P1_dogrudan,"TBDY 2018'e göre binanın taşıyıcı sistemini oluşturan kolon, kiriş ve betonarme perdelerde doğrusal olmayan davranış modeli olarak yayılı plastik davranış modelleri de kullanılabilir.",DOGRU,"Binanın taşıyıcı sistemini oluşturan kolon, kiriş ve betonarme perdelerde doğrusal olmayan davranış modeli olarak yayılı plastik davranış modelleri de kullanılabilir.",,P1_verbatim,ONAY_BEKLIYOR
434,6331,25,P5_capraz,6331 sayılı Kanun'un 26. maddesine göre işyerinde durdurulan işlerde izinsiz çalışma yaptıran işveren veya işveren vekillerine üç yıldan beş yıla kadar hapis cezası verilir.,YANLIS,İşyerinde durdurulan işlerde izinsiz çalışma yaptıran işveren veya işveren vekillerine üç yıldan beş yıla kadar hapis cezası verilir.,,P5_maddeshift(25→26),ONAY_BEKLIYOR
435,6331,8,P2_sayisal,"6331 sayılı Kanun'a göre bildirim yapmadığı tespit edilen işyeri hekimi ve iş güvenliği uzmanının belgesi beş ay, tekrarında ise altı ay süreyle ; ortak sağlık ve güvenlik biriminin yetki belgesi altı ay, tekrarında ise bir yıl süreyle askıya alınır.",YANLIS,"Bildirim yapmadığı tespit edilen işyeri hekimi ve iş güvenliği uzmanının belgesi üç ay, tekrarında ise altı ay süreyle ; ortak sağlık ve güvenlik biriminin yetki belgesi altı ay, tekrarında ise bir yıl süreyle askıya alı",,P2_swap(üç→beş),ONAY_BEKLIYOR
436,YDUY,14,P5_capraz,6331 sayılı Kanun'a göre mesleğinde fiilen en az beş yıl çalıştığına ilişkin olarak ilgili kurum ve kuruluşlardan alınacak belgeler.,YANLIS,Mesleğinde fiilen en az beş yıl çalıştığına ilişkin olarak ilgili kurum ve kuruluşlardan alınacak belgeler.,,P5_lawshuffle(YDUY→6331),ONAY_BEKLIYOR
437,TBDY,17.9.3,P2_sayisal,"TBDY 2018'e göre perdeye kuvvetli doğrultuda her dört uçtan iki kirişin saplandığı durumda per, jF kuvveti, perdeye saplanan iki kirişe, kirişlerin kat planındaki uzunlukları ile orantılı olarak paylaştırılır.",YANLIS,"Perdeye kuvvetli doğrultuda her iki uçtan iki kirişin saplandığı durumda per, jF kuvveti, perdeye saplanan iki kirişe, kirişlerin kat planındaki uzunlukları ile orantılı olarak paylaştırılır.",,P2_swap(iki→dört),ONAY_BEKLIYOR
438,3194,36,P1_dogrudan,"3194 sayılı Kanun'a göre kapıcı daireleri anabina içinde olabileceği gibi, nizamlara, fen ve sağlık şartlarına aykırı yapılmamak, brüt 40 metrekareyi geçmemek şartı ile bahçenin herhangi bir yerinde veya müştemilat binaları içerisinde de tertiplenebilir.",DOGRU,"Kapıcı daireleri anabina içinde olabileceği gibi, nizamlara, fen ve sağlık şartlarına aykırı yapılmamak, brüt 40 metrekareyi geçmemek şartı ile bahçenin herhangi bir yerinde veya müştemilat binaları içerisinde de tertipl",,P1_verbatim,ONAY_BEKLIYOR
439,TBDY,7.13.2.1,P5_capraz,"TBDY 2018'in 4.3.3 numaralı bendine göre kolon yerleşim planlarında, düşey donatıların enkesit içindeki konum, çap ve sayıları ayrıntılı olarak gösterilecektir.",YANLIS,"Kolon yerleşim planlarında, düşey donatıların enkesit içindeki konum, çap ve sayıları ayrıntılı olarak gösterilecektir.",,P5_maddeshift(7.13.2.1→4.3.3),ONAY_BEKLIYOR
440,YDUY,18,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 18. maddesinde 2022 yılında değişiklik yapılmıştır.,DOGRU,"(Başlığı ile birlikte değişik:RG-5/2/2013-28550) (1) Merkez Yapı Denetim Komisyonu, konu ile ilgili Bakanlık personeli arasından biri başkan olmak üzere Bakanlıkça görevlendirilecek toplam yedi üyeden",değişiklik: 2022,P6_yil,ONAY_BEKLIYOR
441,6331,3,P6_guncellik,6331 sayılı Kanun'un 3. maddesinde 2025 yılında değişiklik yapılmıştır.,DOGRU,"(1) Bu Kanunun uygulanmasında; a) Bakanlık: Çalışma ve Sosyal Güvenlik Bakanlığını, b) Çalışan: Kendi özel kanunlarındaki statülerine bakılmaksızın kamu veya özel işyerlerinde istihdam edilen gerçek k",değişiklik: 2025,P6_yil,ONAY_BEKLIYOR
442,6331,0,P3_anakronizm,6331 sayılı İş Sağlığı ve Güvenliği Kanunu 2002 yılında kabul edilmiştir.,YANLIS,yıl: 2012,,P3_yil,ONAY_BEKLIYOR
443,3194,0,P3_anakronizm,3194 sayılı İmar Kanunu 1985 yılında kabul edilmiştir.,DOGRU,yıl: 1985,,P3_yil_dogru,ONAY_BEKLIYOR
444,TBDY,15.2.11.3,P1_dogrudan,"TBDY 2018'e göre malzeme dayanımları, özellikle belirtilmedikçe ilgili tasarım yönetmeliklerinde verilen malzeme katsayıları ile bölünmeyecektir.",DOGRU,"Malzeme dayanımları, özellikle belirtilmedikçe ilgili tasarım yönetmeliklerinde verilen malzeme katsayıları ile bölünmeyecektir.",,P1_verbatim,ONAY_BEKLIYOR
445,3194,36,P2_sayisal,"3194 sayılı Kanun'a göre kapıcı daireleri anabina içinde olabileceği gibi, nizamlara, fen ve sağlık şartlarına aykırı yapılmamak, brüt 80 metrekareyi geçmemek şartı ile bahçenin herhangi bir yerinde veya müştemilat binaları içerisinde de tertiplenebilir.",YANLIS,"Kapıcı daireleri anabina içinde olabileceği gibi, nizamlara, fen ve sağlık şartlarına aykırı yapılmamak, brüt 40 metrekareyi geçmemek şartı ile bahçenin herhangi bir yerinde veya müştemilat binaları içerisinde de tertipl",,P2_swap(40→80),ONAY_BEKLIYOR
446,3194,10,P5_capraz,"6331 sayılı Kanun'a göre beş yıllık imar programları sınırları içinde kalan alanlardaki kamu hizmet tesislerine tahsis edilmiş olan yerleri ilgili kamu kuruluşları, bu program süresi içinde kamulaştırırlar.",YANLIS,"Beş yıllık imar programları sınırları içinde kalan alanlardaki kamu hizmet tesislerine tahsis edilmiş olan yerleri ilgili kamu kuruluşları, bu program süresi içinde kamulaştırırlar.",,P5_lawshuffle(3194→6331),ONAY_BEKLIYOR
447,3194,28,P6_guncellik,3194 sayılı Kanun'un 28. maddesinde 2026 yılında değişiklik yapılmıştır.,DOGRU,"(Değişik: 9/12/2009-5940/1 md.) Bu Kanun kapsamındaki mimarlık, mühendislik ve planlama hizmetine ilişkin harita, plan, etüt, proje ve eklerinin düzenlenmesi ve bunların yerine getirilmesinin; uygulam",değişiklik: 2026,P6_yil,ONAY_BEKLIYOR
448,6331,25,P1_dogrudan,"6331 sayılı Kanun'un 25. maddesine göre işverenin işin durdurulmasını gerektiren hususların giderildiğini Bakanlığa yaz ılı olarak bildirmesi hâlinde, en geç yedi gün içinde işyerinde inceleme yapılarak işverenin talebi sonuçlandırılır.",DOGRU,"İşverenin işin durdurulmasını gerektiren hususların giderildiğini Bakanlığa yaz ılı olarak bildirmesi hâlinde, en geç yedi gün içinde işyerinde inceleme yapılarak işverenin talebi sonuçlandırılır.",,P1_madde_atifli,ONAY_BEKLIYOR
449,3194,22,P1_dogrudan,3194 sayılı Kanun'un 22. maddesine göre eksik ve yanlışlar giderildikten sonra yapılacak müracaattan itibaren en geç onbeş gün içinde yapı ruhsatiyesi verilir.,DOGRU,Eksik ve yanlışlar giderildikten sonra yapılacak müracaattan itibaren en geç onbeş gün içinde yapı ruhsatiyesi verilir.,,P1_madde_atifli,ONAY_BEKLIYOR
450,TBDY,4.4.4.2,P1_dogrudan,"TBDY 2018'e göre güvenlik Katsayıları ile Tasarım (GKT) yaklaşımının uygulanması durumunda, Bölüm 16’ya göre temel tasarımı dışında, Bölüm 9 ve Bölüm 10’da verilen yük birleşimleri kullanılacaktır.",DOGRU,"Güvenlik Katsayıları ile Tasarım (GKT) yaklaşımının uygulanması durumunda, Bölüm 16’ya göre temel tasarımı dışında, Bölüm 9 ve Bölüm 10’da verilen yük birleşimleri kullanılacaktır.",,P1_verbatim,ONAY_BEKLIYOR
451,TBDY,7.13.2.1,P1_dogrudan,"TBDY 2018'e göre kolon yerleşim planlarında, düşey donatıların enkesit içindeki konum, çap ve sayıları ayrıntılı olarak gösterilecektir.",DOGRU,"Kolon yerleşim planlarında, düşey donatıların enkesit içindeki konum, çap ve sayıları ayrıntılı olarak gösterilecektir.",,P1_verbatim,ONAY_BEKLIYOR
452,YDUY,33,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'ne göre izin belgesi alma aşamasında gerçeğe aykırı beyanda bulunması ve/veya bu Kanun uyarınca uygulanan idari yaptırımlar sonucunda Bakanlıktan aldığı izin belgesi iptal edilen yapı denetim kuruluşlarının verdikleri teminatlar 32 nci maddenin sekizinci fıkrasına göre güncellenerek irat kaydedilir.,DOGRU,İzin belgesi alma aşamasında gerçeğe aykırı beyanda bulunması ve/veya bu Kanun uyarınca uygulanan idari yaptırımlar sonucunda Bakanlıktan aldığı izin belgesi iptal edilen yapı denetim kuruluşlarının verdikleri teminatlar,,P1_verbatim,ONAY_BEKLIYOR
453,TBDY,0,P4_uydurma,TBDY 2018'e göre her yeni binada 'Deprem Kimlik Plakası' bulundurulması zorunludur.,YANLIS,uydurma TBDY şartı,,P4_tbdy,ONAY_BEKLIYOR
454,3194,39,P1_dogrudan,"3194 sayılı Kanun'un 39. maddesine göre tebligatı veya ilanı müteakip 30 günü geçmemek üzere ilgili idarece belirlenen süre içinde yapı sahibi tarafından tehlikeli durumun ortadan kaldırılmaması hâlinde, tehlikenin giderilmesi veya yıkım işleri belediye veya valilikçe yapılır ve masrafı % 20 fazlası ile yapı sahibinden tahsil edilir.",DOGRU,"Tebligatı veya ilanı müteakip 30 günü geçmemek üzere ilgili idarece belirlenen süre içinde yapı sahibi tarafından tehlikeli durumun ortadan kaldırılmaması hâlinde, tehlikenin giderilmesi veya yıkım işleri belediye veya v",,P1_madde_atifli,ONAY_BEKLIYOR
455,TBDY,14.5,P2_sayisal,TBDY 2018'e göre belirlenen düşey rijitlik ile hesapta göz önüne alınan düşey rijitlik arasındaki farkın deneyden elde edilen değere oranı %30’den fazla olmayacaktır.,YANLIS,Belirlenen düşey rijitlik ile hesapta göz önüne alınan düşey rijitlik arasındaki farkın deneyden elde edilen değere oranı %15’den fazla olmayacaktır.,,P2_swap(15→30),ONAY_BEKLIYOR
456,YDUY,33,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 33. maddesinde 2022 yılında değişiklik yapılmıştır.,DOGRU,(Ek:RG-22/8/2015-29453) (Değişik:RG-11/12/2020-31331) (1) İzin belgesi alma aşamasında gerçeğe aykırı beyanda bulunması ve/veya bu Kanun uyarınca uygulanan idari yaptırımlar sonucunda Bakanlıktan aldı,değişiklik: 2022,P6_yil,ONAY_BEKLIYOR
457,4708,0,P4_uydurma,4708 sayılı Kanun'a göre ilgililer 'Ulusal Denetim Sicil Belgesi' belgesini altı ayda bir onaylatmak zorundadır.,YANLIS,uydurma belge şablonu,,P4_belge,ONAY_BEKLIYOR
458,YDUY,27,P5_capraz,4708 sayılı Kanun'a göre ödeme makbuzunun bir sureti yapı sahibi tarafından ilgili idareye ve yapı denetim kuruluşuna verilir.,YANLIS,Ödeme makbuzunun bir sureti yapı sahibi tarafından ilgili idareye ve yapı denetim kuruluşuna verilir.,,P5_lawshuffle(YDUY→4708),ONAY_BEKLIYOR
459,YDUY,2,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 2. maddesinde 2020 yılında değişiklik yapılmıştır.,DOGRU,"(Değişik:RG-29/12/2018-30640) (4) (1) Bu Yönetmelik, 29/6/2001 tarihli ve 4708 sayılı Yapı Denetimi Hakkında Kanunun 1 inci, 4 üncü, (Ek ibare:RG-21/3/2020-31075) 5 inci, 8 inci ve 12 nci maddelerine ",değişiklik: 2020,P6_yil,ONAY_BEKLIYOR
460,YDUY,9,P5_capraz,Yapı Denetimi Uygulama Yönetmeliği'nin 34. maddesine göre her türlü yapı inşası işinin Bakanlıkça yetki belgesi verilmiş gerçek veya tüzel kişiler tarafından üstlenilmesi mecburidir.,YANLIS,Her türlü yapı inşası işinin Bakanlıkça yetki belgesi verilmiş gerçek veya tüzel kişiler tarafından üstlenilmesi mecburidir.,,P5_maddeshift(9→34),ONAY_BEKLIYOR
461,6331,38,P6_guncellik,6331 sayılı Kanun'un 38. maddesinde 2013 yılında değişiklik yapılmıştır.,DOGRU,(1) Bu Kanunun; a) (Değişik: 12/7/2013-6495/56 md.) 6 ve 7 nci maddeleri; 1) 4857 sayılı İş Kanununun mülga 81 inci maddesi kapsamında çalışanlar hariç kamu kurumları ile 50’den az çalışanı olan ve az,değişiklik: 2013,P6_yil,ONAY_BEKLIYOR
462,TBDY,17.4.2.2,P2_sayisal,TBDY 2018'e göre uzun kenarın kısa kenara oranı 4 olan dikdörtgen enkesitli kolonlarda bu oran en az 0.0025 olacaktır.,YANLIS,Uzun kenarın kısa kenara oranı 2 olan dikdörtgen enkesitli kolonlarda bu oran en az 0.0025 olacaktır.,,P2_swap(2→4),ONAY_BEKLIYOR
463,TBDY,15.2.4.3,P1_dogrudan,"TBDY 2018'e göre farklı uzunluk/çap oranlarına sahip karotlardan elde edilen deney sonuçlarının dönüştürülmesinde, uygun dönüştürme katsayıları esas alınmalıdır.",DOGRU,"Farklı uzunluk/çap oranlarına sahip karotlardan elde edilen deney sonuçlarının dönüştürülmesinde, uygun dönüştürme katsayıları esas alınmalıdır.",,P1_verbatim,ONAY_BEKLIYOR
464,YDUY,19,P5_capraz,"4708 sayılı Kanun'a göre oyların eşitliği halinde, başkanın bulunduğu taraf çoğunlukta sayılır.",YANLIS,"Oyların eşitliği halinde, başkanın bulunduğu taraf çoğunlukta sayılır.",,P5_lawshuffle(YDUY→4708),ONAY_BEKLIYOR
465,TBDY,16.4.3,P2_sayisal,"TBDY 2018'e göre yüzeysel temellerde, temel taban kotu ile kaya üst kotu arasında kalınlığı 6 m’den fazla zemin bulunması durumunda ZA ve ZB sınıfı tanımlaması yapılmayacaktır.",YANLIS,"Yüzeysel temellerde, temel taban kotu ile kaya üst kotu arasında kalınlığı 3 m’den fazla zemin bulunması durumunda ZA ve ZB sınıfı tanımlaması yapılmayacaktır.",,P2_swap(3→6),ONAY_BEKLIYOR
466,4708,1,P6_guncellik,"4708 sayılı Kanun'un 1. maddesi, ilk yayımlandığı 2001 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"Bu Kanunun amacı; can ve mal güvenliğini teminen, imar plânına, fen, sanat ve sağlık kurallarına, standartlara uygun kaliteli yapı yapılması için proje ve yapı denetimini sağlamak ve yapı denetimine i",değişiklik: 2026,P6_degismedi,ONAY_BEKLIYOR
467,TBDY,0,P3_anakronizm,"TBDY 2018, 1 Ocak 2019 tarihinde yürürlüğe girmiştir.",DOGRU,yürürlük: 01.01.2019,,P3_yururluk,ONAY_BEKLIYOR
468,3194,18,P6_guncellik,3194 sayılı Kanun'un 18. maddesinde 2024 yılında değişiklik yapılmıştır.,DOGRU,"İmar hududu içinde bulunan binalı veya binasız arsa ve arazileri malikleri veya diğer hak sahiplerinin muvafakatı aranmaksızın, birbirleri ile, yol fazlaları ile, kamu kurumlarına veya belediyelere ai",değişiklik: 2024,P6_yil,ONAY_BEKLIYOR
469,TBDY,3.7,P1_dogrudan,"TBDY 2018'e göre başlık levhasında ise , standart veya büyük dairesel delik çapı kullanılmasına izin verilir.",DOGRU,"Başlık levhasında ise , standart veya büyük dairesel delik çapı kullanılmasına izin verilir.",,P1_verbatim,ONAY_BEKLIYOR
470,TBDY,8.6.2.4,P5_capraz,TBDY 2018'in 16.10.1.1 numaralı bendine göre önüretimli betonarme döşeme sistemlerinin perde ve/veya kirişler ile sınırlandırılması zorunludur.,YANLIS,Önüretimli betonarme döşeme sistemlerinin perde ve/veya kirişler ile sınırlandırılması zorunludur.,,P5_maddeshift(8.6.2.4→16.10.1.1),ONAY_BEKLIYOR
471,3194,27,P6_guncellik,3194 sayılı Kanun'un 27. maddesinde 2020 yılında değişiklik yapılmıştır.,DOGRU,"(Değişik: 12/7/2013-6495/73 md.) Belediye ve mücavir alanlar dışında köylerin köy yerleşik alanlarında, civarında ve mezralarda yapılacak konut, entegre tesis niteliğinde olmayan ve imar planı gerekti",değişiklik: 2020,P6_yil,ONAY_BEKLIYOR
472,TBDY,9.2.8.1,P1_dogrudan,"TBDY 2018'in 9.2.8.1 numaralı bendine göre betonarme döşemelerin çelik kirişler ile kompozit olarak çalıştığı çelik taşıyıcı sistemlerde, kirişlerin betonarme döşemeye bağlanan başlıklarında, bu koşula uyulması zorunlu değildir.",DOGRU,"Betonarme döşemelerin çelik kirişler ile kompozit olarak çalıştığı çelik taşıyıcı sistemlerde, kirişlerin betonarme döşemeye bağlanan başlıklarında, bu koşula uyulması zorunlu değildir.",,P1_madde_atifli,ONAY_BEKLIYOR
473,TBDY,11.4.2,P2_sayisal,TBDY 2018'e göre narinlik oranının 30 değerinden daha büyük olmasına izin verilmeyecektir.,YANLIS,Narinlik oranının 15 değerinden daha büyük olmasına izin verilmeyecektir.,,P2_swap(15→30),ONAY_BEKLIYOR
474,YDUY,14,P2_sayisal,Yapı Denetimi Uygulama Yönetmeliği'ne göre verilen ya da yenilenen denetçi belgeleri üç yıl için geçerlidir.,YANLIS,Verilen ya da yenilenen denetçi belgeleri beş yıl için geçerlidir.,,P2_swap(beş→üç),ONAY_BEKLIYOR
475,TBDY,4.3.4.2,P1_dogrudan,TBDY 2018'e göre birbirine dik doğrultularda taşıyıcı sistemlerin süneklik düzeyleri ’nin aynı olması zorunludur.,DOGRU,Birbirine dik doğrultularda taşıyıcı sistemlerin süneklik düzeyleri ’nin aynı olması zorunludur.,,P1_verbatim,ONAY_BEKLIYOR
